user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,is_retained,DoW,channel_code,is_correct_lang
a100000056,1/1/2018,Facebook,personalization,FALSE,English,English,19-24 years,1/2/2018,,TRUE,1,1,Yes
a100000057,1/2/2018,House Ads,personalization,TRUE,English,English,24-30 years,1/2/2018,,TRUE,1,1,Yes
a100000057,1/1/2018,Instagram,personalization,FALSE,English,English,24-30 years,1/2/2018,,TRUE,1,1,Yes
a100000058,1/2/2018,House Ads,personalization,TRUE,English,English,0-18 years,1/2/2018,,TRUE,1,1,Yes
a100000058,1/1/2018,Instagram,personalization,FALSE,English,English,0-18 years,1/2/2018,,TRUE,1,1,Yes
a100000059,1/2/2018,House Ads,personalization,TRUE,English,English,19-24 years,1/2/2018,2/19/2018,FALSE,1,1,Yes
a100000059,1/1/2018,Facebook,personalization,FALSE,English,English,19-24 years,1/2/2018,2/19/2018,FALSE,1,1,Yes
a100000060,1/2/2018,House Ads,personalization,TRUE,German,German,24-30 years,1/2/2018,3/8/2018,FALSE,1,1,Yes
a100000060,1/1/2018,House Ads,personalization,FALSE,German,German,24-30 years,1/2/2018,3/8/2018,FALSE,1,1,Yes
a100000061,1/2/2018,House Ads,personalization,TRUE,English,English,0-18 years,1/2/2018,2/5/2018,FALSE,1,1,Yes
a100000061,1/1/2018,House Ads,personalization,FALSE,English,English,0-18 years,1/2/2018,2/5/2018,FALSE,1,1,Yes
a100000062,1/3/2018,House Ads,personalization,TRUE,English,English,19-24 years,1/3/2018,1/11/2018,FALSE,2,1,Yes
a100000062,1/1/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/3/2018,1/11/2018,FALSE,2,1,Yes
a100000063,1/3/2018,House Ads,personalization,TRUE,English,English,24-30 years,1/3/2018,1/6/2018,FALSE,2,1,Yes
a100000063,1/1/2018,House Ads,personalization,FALSE,English,English,24-30 years,1/3/2018,1/6/2018,FALSE,2,1,Yes
a100000064,1/3/2018,House Ads,personalization,TRUE,English,English,0-18 years,1/3/2018,3/1/2018,FALSE,2,1,Yes
a100000064,1/1/2018,Push,personalization,FALSE,English,English,0-18 years,1/3/2018,3/1/2018,FALSE,2,1,Yes
a100000065,1/3/2018,House Ads,personalization,TRUE,English,English,19-24 years,1/3/2018,4/2/2018,FALSE,2,1,Yes
a100000065,1/1/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/3/2018,4/2/2018,FALSE,2,1,Yes
a100000066,1/3/2018,House Ads,personalization,TRUE,English,English,24-30 years,1/3/2018,3/2/2018,FALSE,2,1,Yes
a100000066,1/1/2018,House Ads,personalization,FALSE,English,English,24-30 years,1/3/2018,3/2/2018,FALSE,2,1,Yes
a100000067,1/3/2018,House Ads,control,TRUE,English,English,0-18 years,1/3/2018,1/5/2018,FALSE,2,1,Yes
a100000068,1/3/2018,House Ads,control,TRUE,English,English,19-24 years,1/3/2018,,TRUE,2,1,Yes
a100000069,1/3/2018,House Ads,control,TRUE,English,English,24-30 years,1/3/2018,,TRUE,2,1,Yes
a100000070,1/3/2018,House Ads,control,TRUE,Spanish,Spanish,30-36 years,1/3/2018,,TRUE,2,1,Yes
a100000071,1/3/2018,House Ads,control,TRUE,English,English,36-45 years,1/3/2018,,TRUE,2,1,Yes
a100000072,1/3/2018,House Ads,control,TRUE,German,German,45-55 years,1/3/2018,,TRUE,2,1,Yes
a100000073,1/3/2018,House Ads,control,TRUE,English,English,55+ years,1/3/2018,,TRUE,2,1,Yes
a100000075,1/3/2018,House Ads,control,TRUE,English,English,0-18 years,1/3/2018,,TRUE,2,1,Yes
a100000076,1/3/2018,House Ads,control,TRUE,English,English,19-24 years,1/3/2018,,TRUE,2,1,Yes
a100000077,1/3/2018,House Ads,control,TRUE,English,English,24-30 years,1/3/2018,,TRUE,2,1,Yes
a100000078,1/3/2018,House Ads,control,TRUE,English,English,30-36 years,1/3/2018,,TRUE,2,1,Yes
a100000079,1/3/2018,House Ads,control,TRUE,English,English,36-45 years,1/3/2018,,TRUE,2,1,Yes
a100000080,1/4/2018,House Ads,control,TRUE,English,English,45-55 years,1/4/2018,,TRUE,3,1,Yes
a100000081,1/4/2018,House Ads,control,TRUE,English,English,55+ years,1/4/2018,,TRUE,3,1,Yes
a100000082,1/4/2018,House Ads,control,TRUE,English,English,0-18 years,1/4/2018,,TRUE,3,1,Yes
a100000083,1/4/2018,House Ads,control,TRUE,English,English,19-24 years,1/4/2018,,TRUE,3,1,Yes
a100000085,1/4/2018,House Ads,control,TRUE,Spanish,Spanish,24-30 years,1/4/2018,,TRUE,3,1,Yes
a100000086,1/4/2018,House Ads,control,TRUE,English,English,30-36 years,1/4/2018,,TRUE,3,1,Yes
a100000087,1/4/2018,House Ads,control,TRUE,English,English,36-45 years,1/4/2018,,TRUE,3,1,Yes
a100000088,1/4/2018,House Ads,control,TRUE,Spanish,Spanish,45-55 years,1/4/2018,1/11/2018,FALSE,3,1,Yes
a100000089,1/4/2018,House Ads,control,TRUE,English,English,55+ years,1/4/2018,2/9/2018,FALSE,3,1,Yes
a100000090,1/4/2018,House Ads,control,TRUE,English,English,0-18 years,1/4/2018,3/25/2018,FALSE,3,1,Yes
a100000091,1/4/2018,House Ads,control,TRUE,English,English,19-24 years,1/4/2018,1/6/2018,FALSE,3,1,Yes
a100000092,1/4/2018,House Ads,control,TRUE,English,English,24-30 years,1/4/2018,3/12/2018,FALSE,3,1,Yes
a100000093,1/4/2018,House Ads,control,TRUE,English,English,30-36 years,1/4/2018,3/10/2018,FALSE,3,1,Yes
a100000094,1/4/2018,House Ads,control,TRUE,English,English,36-45 years,1/4/2018,2/14/2018,FALSE,3,1,Yes
a100000095,1/4/2018,House Ads,control,TRUE,Spanish,Spanish,45-55 years,1/4/2018,1/23/2018,FALSE,3,1,Yes
a100000096,1/5/2018,House Ads,control,TRUE,English,English,55+ years,1/5/2018,2/11/2018,FALSE,4,1,Yes
a100000097,1/5/2018,House Ads,control,TRUE,English,English,0-18 years,1/5/2018,,TRUE,4,1,Yes
a100000098,1/5/2018,House Ads,control,TRUE,English,English,19-24 years,1/5/2018,,TRUE,4,1,Yes
a100000099,1/5/2018,House Ads,control,TRUE,English,English,24-30 years,1/5/2018,,TRUE,4,1,Yes
a100000099,1/4/2018,House Ads,control,FALSE,English,English,24-30 years,1/5/2018,,TRUE,4,1,Yes
a100000100,1/5/2018,House Ads,control,TRUE,English,English,30-36 years,1/5/2018,,TRUE,4,1,Yes
a100000100,1/4/2018,House Ads,control,FALSE,English,English,30-36 years,1/5/2018,,TRUE,4,1,Yes
a100000101,1/5/2018,House Ads,control,TRUE,English,English,36-45 years,1/5/2018,4/13/2018,FALSE,4,1,Yes
a100000101,1/4/2018,House Ads,control,FALSE,English,English,36-45 years,1/5/2018,4/13/2018,FALSE,4,1,Yes
a100000102,1/5/2018,House Ads,control,TRUE,English,English,45-55 years,1/5/2018,4/12/2018,FALSE,4,1,Yes
a100000102,1/4/2018,House Ads,control,FALSE,English,English,45-55 years,1/5/2018,4/12/2018,FALSE,4,1,Yes
a100000103,1/5/2018,House Ads,control,TRUE,Spanish,Spanish,55+ years,1/5/2018,4/3/2018,FALSE,4,1,Yes
a100000103,1/4/2018,House Ads,control,FALSE,Spanish,Spanish,55+ years,1/5/2018,4/3/2018,FALSE,4,1,Yes
a100000104,1/5/2018,House Ads,control,TRUE,English,English,0-18 years,1/5/2018,2/17/2018,FALSE,4,1,Yes
a100000104,1/4/2018,House Ads,control,FALSE,English,English,0-18 years,1/5/2018,2/17/2018,FALSE,4,1,Yes
a100000105,1/5/2018,House Ads,control,TRUE,English,English,19-24 years,1/5/2018,4/14/2018,FALSE,4,1,Yes
a100000105,1/4/2018,House Ads,control,FALSE,English,English,19-24 years,1/5/2018,4/14/2018,FALSE,4,1,Yes
a100000107,1/5/2018,House Ads,control,TRUE,English,English,24-30 years,1/5/2018,1/11/2018,FALSE,4,1,Yes
a100000107,1/4/2018,House Ads,control,FALSE,English,English,24-30 years,1/5/2018,1/11/2018,FALSE,4,1,Yes
a100000108,1/5/2018,House Ads,control,TRUE,English,English,30-36 years,1/5/2018,2/3/2018,FALSE,4,1,Yes
a100000108,1/4/2018,House Ads,control,FALSE,English,English,30-36 years,1/5/2018,2/3/2018,FALSE,4,1,Yes
a100000109,1/5/2018,House Ads,control,TRUE,Spanish,Spanish,36-45 years,1/5/2018,1/8/2018,FALSE,4,1,Yes
a100000109,1/4/2018,House Ads,control,FALSE,Spanish,Spanish,36-45 years,1/5/2018,1/8/2018,FALSE,4,1,Yes
a100000110,1/5/2018,House Ads,control,TRUE,Spanish,Spanish,45-55 years,1/5/2018,1/27/2018,FALSE,4,1,Yes
a100000110,1/4/2018,House Ads,control,FALSE,Spanish,Spanish,45-55 years,1/5/2018,1/27/2018,FALSE,4,1,Yes
a100000111,1/5/2018,House Ads,control,TRUE,English,English,55+ years,1/5/2018,,TRUE,4,1,Yes
a100000111,1/4/2018,House Ads,control,FALSE,English,English,55+ years,1/5/2018,,TRUE,4,1,Yes
a100000112,1/5/2018,House Ads,control,TRUE,English,English,0-18 years,1/5/2018,,TRUE,4,1,Yes
a100000112,1/4/2018,House Ads,control,FALSE,English,English,0-18 years,1/5/2018,,TRUE,4,1,Yes
a100000113,1/5/2018,House Ads,control,TRUE,English,English,19-24 years,1/5/2018,,TRUE,4,1,Yes
a100000114,1/5/2018,House Ads,control,TRUE,English,English,24-30 years,1/5/2018,,TRUE,4,1,Yes
a100000127,1/5/2018,House Ads,control,TRUE,English,English,30-36 years,1/5/2018,,TRUE,4,1,Yes
a100000128,1/5/2018,House Ads,control,TRUE,English,English,36-45 years,1/5/2018,,TRUE,4,1,Yes
a100000129,1/6/2018,House Ads,control,TRUE,English,English,45-55 years,1/6/2018,,TRUE,5,1,Yes
a100000130,1/6/2018,House Ads,control,TRUE,Spanish,Spanish,55+ years,1/6/2018,,TRUE,5,1,Yes
a100000131,1/6/2018,House Ads,control,TRUE,English,English,0-18 years,1/6/2018,,TRUE,5,1,Yes
a100000132,1/6/2018,House Ads,control,TRUE,English,English,19-24 years,1/6/2018,,TRUE,5,1,Yes
a100000133,1/6/2018,House Ads,control,TRUE,English,English,24-30 years,1/6/2018,,TRUE,5,1,Yes
a100000134,1/6/2018,House Ads,control,TRUE,English,English,30-36 years,1/6/2018,,TRUE,5,1,Yes
a100000150,1/6/2018,House Ads,control,TRUE,English,English,36-45 years,1/6/2018,,TRUE,5,1,Yes
a100000151,1/6/2018,House Ads,control,TRUE,Arabic,Arabic,45-55 years,1/6/2018,,TRUE,5,1,Yes
a100000152,1/6/2018,House Ads,control,TRUE,Spanish,Spanish,55+ years,1/6/2018,,TRUE,5,1,Yes
a100000153,1/6/2018,House Ads,control,TRUE,Arabic,Arabic,0-18 years,1/6/2018,,TRUE,5,1,Yes
a100000154,1/6/2018,House Ads,control,TRUE,English,English,19-24 years,1/6/2018,,TRUE,5,1,Yes
a100000155,1/6/2018,House Ads,control,TRUE,English,English,24-30 years,1/6/2018,,TRUE,5,1,Yes
a100000156,1/6/2018,House Ads,control,TRUE,English,English,30-36 years,1/6/2018,,TRUE,5,1,Yes
a100000157,1/6/2018,House Ads,control,TRUE,English,English,36-45 years,1/6/2018,,TRUE,5,1,Yes
a100000162,1/6/2018,House Ads,control,TRUE,English,English,45-55 years,1/6/2018,,TRUE,5,1,Yes
a100000163,1/6/2018,House Ads,control,TRUE,Arabic,Arabic,55+ years,1/6/2018,,TRUE,5,1,Yes
a100000164,1/6/2018,House Ads,control,TRUE,English,English,0-18 years,1/6/2018,3/10/2018,FALSE,5,1,Yes
a100000165,1/7/2018,House Ads,control,TRUE,Arabic,Arabic,19-24 years,1/7/2018,3/11/2018,FALSE,6,1,Yes
a100000166,1/7/2018,House Ads,control,TRUE,English,English,24-30 years,1/7/2018,3/25/2018,FALSE,6,1,Yes
a100000167,1/7/2018,House Ads,control,TRUE,English,English,30-36 years,1/7/2018,2/21/2018,FALSE,6,1,Yes
a100000168,1/7/2018,House Ads,control,TRUE,English,English,36-45 years,1/7/2018,2/25/2018,FALSE,6,1,Yes
a100000169,1/7/2018,House Ads,control,TRUE,English,English,45-55 years,1/7/2018,3/5/2018,FALSE,6,1,Yes
a100000170,1/7/2018,House Ads,control,TRUE,English,English,55+ years,1/7/2018,4/16/2018,FALSE,6,1,Yes
a100000171,1/7/2018,House Ads,control,TRUE,English,English,0-18 years,1/7/2018,2/6/2018,FALSE,6,1,Yes
a100000172,1/7/2018,House Ads,control,TRUE,German,German,19-24 years,1/7/2018,2/5/2018,FALSE,6,1,Yes
a100000250,1/7/2018,House Ads,control,TRUE,English,English,24-30 years,1/7/2018,,TRUE,6,1,Yes
a100000251,1/7/2018,House Ads,control,TRUE,English,English,30-36 years,1/7/2018,,TRUE,6,1,Yes
a100000252,1/7/2018,House Ads,control,TRUE,German,German,36-45 years,1/7/2018,,TRUE,6,1,Yes
a100000253,1/7/2018,House Ads,control,TRUE,Arabic,Arabic,45-55 years,1/7/2018,,TRUE,6,1,Yes
a100000254,1/7/2018,House Ads,control,TRUE,English,English,55+ years,1/7/2018,,TRUE,6,1,Yes
a100000255,1/7/2018,House Ads,control,TRUE,English,English,0-18 years,1/7/2018,,TRUE,6,1,Yes
a100000256,1/7/2018,House Ads,control,TRUE,English,English,19-24 years,1/7/2018,,TRUE,6,1,Yes
a100000257,1/7/2018,House Ads,control,TRUE,English,English,24-30 years,1/7/2018,,TRUE,6,1,Yes
a100000258,1/7/2018,House Ads,control,TRUE,English,English,30-36 years,1/7/2018,,TRUE,6,1,Yes
a100000259,1/7/2018,House Ads,control,TRUE,English,English,36-45 years,1/7/2018,,TRUE,6,1,Yes
a100000260,1/7/2018,House Ads,control,TRUE,Spanish,Spanish,45-55 years,1/7/2018,1/14/2018,FALSE,6,1,Yes
a100000261,1/8/2018,House Ads,control,TRUE,English,English,55+ years,1/8/2018,3/13/2018,FALSE,0,1,Yes
a100000262,1/8/2018,House Ads,control,TRUE,English,English,0-18 years,1/8/2018,2/22/2018,FALSE,0,1,Yes
a100000263,1/8/2018,House Ads,control,TRUE,English,English,19-24 years,1/8/2018,1/11/2018,FALSE,0,1,Yes
a100000264,1/8/2018,House Ads,control,TRUE,German,German,24-30 years,1/8/2018,3/19/2018,FALSE,0,1,Yes
a100000265,1/8/2018,House Ads,control,TRUE,German,German,30-36 years,1/8/2018,2/10/2018,FALSE,0,1,Yes
a100000266,1/8/2018,House Ads,control,TRUE,English,English,36-45 years,1/8/2018,3/30/2018,FALSE,0,1,Yes
a100000267,1/8/2018,House Ads,control,TRUE,English,English,45-55 years,1/8/2018,1/15/2018,FALSE,0,1,Yes
a100000268,1/8/2018,House Ads,control,TRUE,English,English,55+ years,1/8/2018,2/21/2018,FALSE,0,1,Yes
a100000269,1/8/2018,House Ads,control,TRUE,English,English,0-18 years,1/8/2018,,TRUE,0,1,Yes
a100000270,1/8/2018,House Ads,control,TRUE,English,English,19-24 years,1/8/2018,,TRUE,0,1,Yes
a100000271,1/8/2018,House Ads,control,TRUE,English,English,24-30 years,1/8/2018,,TRUE,0,1,Yes
a100000272,1/8/2018,House Ads,control,TRUE,English,English,30-36 years,1/8/2018,,TRUE,0,1,Yes
a100000273,1/8/2018,House Ads,control,TRUE,German,German,36-45 years,1/8/2018,,TRUE,0,1,Yes
a100000274,1/8/2018,House Ads,control,TRUE,English,English,45-55 years,1/8/2018,,TRUE,0,1,Yes
a100000275,1/8/2018,House Ads,control,TRUE,Spanish,Spanish,55+ years,1/8/2018,,TRUE,0,1,Yes
a100000276,1/8/2018,House Ads,control,TRUE,Spanish,Spanish,0-18 years,1/8/2018,,TRUE,0,1,Yes
a100000277,1/9/2018,House Ads,control,TRUE,Spanish,Spanish,19-24 years,1/9/2018,,TRUE,1,1,Yes
a100000278,1/9/2018,House Ads,control,TRUE,English,English,24-30 years,1/9/2018,,TRUE,1,1,Yes
a100000279,1/9/2018,House Ads,control,TRUE,English,English,30-36 years,1/9/2018,,TRUE,1,1,Yes
a100000280,1/9/2018,House Ads,control,TRUE,English,English,36-45 years,1/9/2018,,TRUE,1,1,Yes
a100000281,1/9/2018,House Ads,control,TRUE,English,English,45-55 years,1/9/2018,,TRUE,1,1,Yes
a100000282,1/9/2018,House Ads,control,TRUE,English,English,55+ years,1/9/2018,,TRUE,1,1,Yes
a100000283,1/9/2018,House Ads,control,TRUE,English,English,0-18 years,1/9/2018,,TRUE,1,1,Yes
a100000284,1/9/2018,House Ads,control,TRUE,English,English,19-24 years,1/9/2018,,TRUE,1,1,Yes
a100000285,1/9/2018,House Ads,control,TRUE,English,English,24-30 years,1/9/2018,,TRUE,1,1,Yes
a100000286,1/9/2018,House Ads,control,TRUE,English,English,30-36 years,1/9/2018,,TRUE,1,1,Yes
a100000287,1/9/2018,House Ads,control,TRUE,English,English,36-45 years,1/9/2018,,TRUE,1,1,Yes
a100000288,1/9/2018,House Ads,control,TRUE,English,English,45-55 years,1/9/2018,,TRUE,1,1,Yes
a100000289,1/9/2018,House Ads,control,TRUE,English,English,55+ years,1/9/2018,,TRUE,1,1,Yes
a100000290,1/9/2018,House Ads,control,TRUE,English,English,0-18 years,1/9/2018,,TRUE,1,1,Yes
a100000291,1/9/2018,House Ads,control,TRUE,English,English,19-24 years,1/9/2018,,TRUE,1,1,Yes
a100000292,1/9/2018,House Ads,control,TRUE,English,English,24-30 years,1/9/2018,,TRUE,1,1,Yes
a100000293,1/9/2018,House Ads,control,TRUE,English,English,30-36 years,1/9/2018,,TRUE,1,1,Yes
a100000294,1/9/2018,House Ads,control,TRUE,English,English,36-45 years,1/9/2018,1/14/2018,FALSE,1,1,Yes
a100000295,1/9/2018,House Ads,control,TRUE,English,English,45-55 years,1/9/2018,2/4/2018,FALSE,1,1,Yes
a100000296,1/9/2018,House Ads,control,TRUE,English,English,55+ years,1/9/2018,2/4/2018,FALSE,1,1,Yes
a100000297,1/10/2018,House Ads,control,TRUE,German,German,0-18 years,1/10/2018,2/9/2018,FALSE,2,1,Yes
a100000298,1/10/2018,House Ads,control,TRUE,German,German,19-24 years,1/10/2018,1/21/2018,FALSE,2,1,Yes
a100000299,1/10/2018,House Ads,control,TRUE,English,English,24-30 years,1/10/2018,3/7/2018,FALSE,2,1,Yes
a100000300,1/10/2018,House Ads,control,TRUE,English,English,30-36 years,1/10/2018,4/10/2018,FALSE,2,1,Yes
a100000301,1/10/2018,House Ads,control,TRUE,Spanish,Spanish,36-45 years,1/10/2018,4/16/2018,FALSE,2,1,Yes
a100000302,1/10/2018,House Ads,control,TRUE,English,English,45-55 years,1/10/2018,3/26/2018,FALSE,2,1,Yes
a100000303,1/10/2018,House Ads,control,TRUE,English,English,55+ years,1/10/2018,,TRUE,2,1,Yes
a100000304,1/10/2018,House Ads,control,TRUE,English,English,0-18 years,1/10/2018,,TRUE,2,1,Yes
a100000305,1/10/2018,House Ads,control,TRUE,English,English,19-24 years,1/10/2018,,TRUE,2,1,Yes
a100000306,1/10/2018,House Ads,control,TRUE,English,English,24-30 years,1/10/2018,,TRUE,2,1,Yes
a100000307,1/10/2018,House Ads,control,TRUE,Spanish,Spanish,30-36 years,1/10/2018,,TRUE,2,1,Yes
a100000308,1/10/2018,House Ads,control,TRUE,English,English,36-45 years,1/10/2018,,TRUE,2,1,Yes
a100000309,1/10/2018,House Ads,control,TRUE,English,English,45-55 years,1/10/2018,,TRUE,2,1,Yes
a100000310,1/10/2018,House Ads,control,TRUE,English,English,55+ years,1/10/2018,,TRUE,2,1,Yes
a100000311,1/10/2018,House Ads,control,TRUE,English,English,0-18 years,1/10/2018,,TRUE,2,1,Yes
a100000312,1/10/2018,House Ads,control,TRUE,English,English,19-24 years,1/10/2018,,TRUE,2,1,Yes
a100000313,1/10/2018,House Ads,control,TRUE,English,English,24-30 years,1/10/2018,,TRUE,2,1,Yes
a100000314,1/10/2018,House Ads,control,TRUE,Spanish,Spanish,30-36 years,1/10/2018,,TRUE,2,1,Yes
a100000315,1/10/2018,House Ads,personalization,TRUE,English,English,36-45 years,1/10/2018,,TRUE,2,1,Yes
a100000316,1/10/2018,House Ads,personalization,TRUE,English,English,45-55 years,1/10/2018,,TRUE,2,1,Yes
a100000317,1/10/2018,House Ads,personalization,TRUE,Spanish,Spanish,55+ years,1/10/2018,4/19/2018,FALSE,2,1,Yes
a100000318,1/11/2018,House Ads,personalization,TRUE,English,English,0-18 years,1/11/2018,3/4/2018,FALSE,3,1,Yes
a100000319,1/12/2018,House Ads,personalization,TRUE,English,Spanish,19-24 years,1/12/2018,1/26/2018,FALSE,4,1,No
a100000320,1/13/2018,House Ads,personalization,TRUE,English,English,24-30 years,1/13/2018,4/5/2018,FALSE,5,1,Yes
a100000321,1/14/2018,House Ads,personalization,TRUE,English,English,30-36 years,1/14/2018,1/26/2018,FALSE,6,1,Yes
a100000322,1/15/2018,House Ads,personalization,TRUE,English,English,36-45 years,1/15/2018,3/15/2018,FALSE,0,1,Yes
a100000323,1/16/2018,House Ads,personalization,TRUE,English,English,45-55 years,1/16/2018,4/22/2018,FALSE,1,1,Yes
a100000324,1/17/2018,House Ads,personalization,TRUE,English,English,55+ years,1/17/2018,2/11/2018,FALSE,2,1,Yes
a100000325,1/18/2018,House Ads,personalization,TRUE,English,English,0-18 years,1/18/2018,1/23/2018,FALSE,3,1,Yes
a100000326,1/19/2018,House Ads,personalization,TRUE,English,English,19-24 years,1/19/2018,,TRUE,4,1,Yes
a100000327,1/20/2018,House Ads,personalization,TRUE,English,English,24-30 years,1/20/2018,,TRUE,5,1,Yes
a100000328,1/21/2018,House Ads,personalization,TRUE,English,English,0-18 years,1/21/2018,,TRUE,6,1,Yes
a100000328,1/10/2018,House Ads,personalization,FALSE,English,English,0-18 years,1/21/2018,,TRUE,6,1,Yes
a100000329,1/22/2018,House Ads,personalization,TRUE,English,English,19-24 years,1/22/2018,,TRUE,0,1,Yes
a100000329,1/10/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/22/2018,,TRUE,0,1,Yes
a100000330,1/23/2018,House Ads,personalization,TRUE,English,English,24-30 years,1/23/2018,,TRUE,1,1,Yes
a100000330,1/10/2018,Push,personalization,FALSE,English,English,24-30 years,1/23/2018,,TRUE,1,1,Yes
a100000331,1/24/2018,House Ads,personalization,TRUE,English,English,0-18 years,1/24/2018,,TRUE,2,1,Yes
a100000331,1/10/2018,House Ads,personalization,FALSE,English,English,0-18 years,1/24/2018,,TRUE,2,1,Yes
a100000332,1/25/2018,House Ads,personalization,TRUE,English,English,19-24 years,1/25/2018,,TRUE,3,1,Yes
a100000332,1/10/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/25/2018,,TRUE,3,1,Yes
a100000333,1/26/2018,House Ads,personalization,TRUE,English,English,24-30 years,1/26/2018,,TRUE,4,1,Yes
a100000333,1/10/2018,House Ads,personalization,FALSE,English,English,24-30 years,1/26/2018,,TRUE,4,1,Yes
a100000334,1/27/2018,House Ads,personalization,TRUE,English,English,0-18 years,1/27/2018,,TRUE,5,1,Yes
a100000334,1/10/2018,Push,personalization,FALSE,English,English,0-18 years,1/27/2018,,TRUE,5,1,Yes
a100000335,1/28/2018,House Ads,personalization,TRUE,English,Spanish,19-24 years,1/28/2018,,TRUE,6,1,No
a100000335,1/10/2018,Facebook,personalization,FALSE,Spanish,Spanish,19-24 years,1/28/2018,,TRUE,6,1,Yes
a100000336,1/29/2018,House Ads,personalization,TRUE,English,English,24-30 years,1/29/2018,,TRUE,0,1,Yes
a100000336,1/10/2018,Instagram,personalization,FALSE,English,English,24-30 years,1/29/2018,,TRUE,0,1,Yes
